Village,Latitude,Longitude
Dagdauwa,24.647658,81.634571
Mohgarh,24.644126,81.580095
Mohgarh,24.643808,81.58845
Dubaha,24.643088,81.621941
Atara,24.642678,81.647906
Tiwarigawan,24.643346,81.616694
Sagra,24.634833,81.67292
Patehara,24.638144,81.59377
Nadha,24.64088,81.551674
Alamganj,24.64351,81.497172
Selpari,24.638234,81.604361
Duara,24.642759,81.632856
Chakmauwar,24.634379,81.613963
Delhi,24.633924,81.565387
Panigawan,24.628955,81.696742
Dhaurahara,24.638421,81.487522
Duara,24.639876,81.63444
Duara,24.63824,81.627108
Methauri,24.63172,81.539606
Patela,24.636018,81.641387
Kati,24.629901,81.583047
Patela,24.634072,81.649374
Methauri,24.632624,81.550413
Jhaura,24.613131,81.659712
Belwapaikan,24.624123,81.495971
Mahua,24.626134,81.602652
Deogaon,24.622543,81.525074
Duara,24.634143,81.629774
Duara,24.63263,81.635195
Duara,24.632043,81.629585
Amawa,24.627678,81.624312
Amawa,24.627542,81.639411
Paraswar,24.6226,81.645675
Semri Khurd,24.619114,81.585675
Padramajra,24.624599,81.667187
Raghurajgarh,24.616823,81.617062
Sukulgawan,24.621286,81.684549
Semri Kalan,24.622078,81.562585
Paliya,24.611499,81.596009
Chakparaswar,24.619735,81.633902
Kolgarh,24.621199,81.543625
Duara,24.636307,81.630912
Atra Khurd,24.620618,81.672761
Barati,24.615646,81.704789
Nawagaon Kothar,24.612896,81.554277
Dighwar,24.614705,81.69158
Kolgarh,24.613536,81.536808
Sonarupa,24.612684,81.514304
Shah,24.614195,81.683339
Bhir,24.610778,81.581791
Dhabaiya,24.608008,81.633662
Dhakhara Nawagaon,24.610135,81.524752
Mahula,24.60871,81.484573
Sirsa,24.597038,81.647594
Sonarupa,24.60718,81.510908
Titpur,24.607715,81.677244
Nawagaon Unmu,24.606639,81.548195
Madhi,24.602908,81.493083
Paliya,24.605343,81.532771
Dighwar,24.606886,81.692416
Chhirhai,24.604317,81.622672
Umari,24.585232,81.504131
Hardi,24.601738,81.568381
Urua,24.600615,81.704675
Pipri,24.603438,81.518347
Duara,24.635133,81.625575
Paliya,24.599714,81.527637
Khuraha,24.595234,81.618034
Sukuli,24.59971,81.54342
Satgarh,24.594588,81.51281
Dhabaiya,24.596586,81.63143
Bhothi,24.595478,81.593939
Udharenga,24.597776,81.519397
Satgarh,24.596642,81.58291
Sursa Kalan,24.590216,81.486144
Paliya,24.591898,81.525093
Dhadhar,24.593573,81.554389
Jhalwar,24.588344,81.672667
Ulahi Khurd,24.590299,81.604712
Majan,24.59338,81.541409
Malaigawan,24.589795,81.692069
Molaiya,24.57935,81.687609
Ulahi Unmulan,24.590652,81.57643
Dharampura,24.589532,81.630906
Mahuli,24.584204,81.529235
Tamara,24.586666,81.639459
Kuiyan Khurd,24.583991,81.545478
Kothi,24.583458,81.619062
Belaha,24.585629,81.653375
Chhipiya,24.681832,81.712374
Ulahi Kalan,24.582359,81.576425
Dharamnagari,24.583486,81.628468
Duraundh,24.581201,81.60906
Belhai Kalan,24.58289,81.696057
Amallakpur,24.581618,81.653307
Tamha,24.580662,81.559599
Belhai Khurd,24.580134,81.698769
Kuiyan Kalan,24.572388,81.535476
Tamari Rangnath,24.576644,81.664788
Mahgana,24.576479,81.570614
Rajigawan,24.567806,81.704268
Tamari Thakur,24.57534,81.671953
Ahirgaon,24.575666,81.628495
Baheri Ramprasad,24.575878,81.693852
Atara,24.575045,81.590761
Hatwa,24.57671,81.638831
Palaha,24.57632,81.65515
Patari,24.574955,81.616924
Beohara,24.571799,81.500092
Beohara,24.568194,81.52399
Shivpur,24.571127,81.680522
Tatihari,24.570129,81.557816
Manikwar,24.571245,81.61023
Bamuriha,24.566557,81.696293
Parsa,24.571185,81.515002
Belhai,24.570219,81.579262
Rampurwa,24.568613,81.652477
Umari Panditpurwa,24.569833,81.691047
Tatihara,24.56719,81.568848
Hinauti,24.567933,81.636093
Shivpura,24.568372,81.626812
Kuan,24.563954,81.545738
Beohara,24.563733,81.511785
Nivi,24.567734,81.595814
Tamaradesh,24.551014,81.664156
Shivpurwa,24.561364,81.581194
Manpuri,24.563619,81.612824
Umari,24.561354,81.68418
Deoraphareda,24.560274,81.597946
Dihuli,24.558148,81.650027
Ledua,24.561433,81.488518
Gorgaon,24.552484,81.490135
Narraha,24.557158,81.559866
Baryatola,24.559712,81.621987
Jhanjhar,24.560224,81.528922
Jagdar,24.562088,81.646915
Dilaha,24.645558,81.606974
Dadh,24.561808,81.632323
Padariya,24.54779,81.526842
Suji,24.551451,81.700579
Hardiha,24.551363,81.602919
Gorgaon,24.544136,81.49527
Pharedi,24.555613,81.584428
Amawa,24.554268,81.636637
Gonda,24.549634,81.62265
Purwa,24.542295,81.540205
Deotaha,24.55164,81.61236
Rerua Khurd,24.547307,81.579343
Tikari,24.548773,81.67669
Dagdaua,24.545963,81.687842
Umarimahapatran,24.552143,81.690486
Amawa,24.549825,81.640388
Ladh,24.5461,81.552758
Uprauda,24.548859,81.649136
Khaira,24.542637,81.507728
Amawa,24.547738,81.632668
Patela,24.637952,81.639707
Patela,24.636613,81.63573
Patela,24.635374,81.645148
Patela,24.63305,81.6427
Bhamra,24.646906,81.568663
Duara,24.633756,81.623076
Kharihaniha,24.623774,81.651928
Semrichak Urdana,24.614683,81.570867
Tukdajhaura,24.614407,81.677978
Barati,24.608109,81.70144
Chorhai,24.604553,81.608582
Ulahichak,24.602651,81.586647
Dhusaha,24.598947,81.681395
Panigawan,24.599112,81.687547
Dighwar,24.600325,81.691774
Sursa Tukda,24.575984,81.480385
Alakhpura,24.577506,81.600186
Dharampura,24.580863,81.639913
Chakpalaha,24.571873,81.644344
Bhatigawan,24.570095,81.586316
Kodara,24.557606,81.633575
Bhagtiniya,24.550071,81.59081
Shukulgawan,24.54837,81.56434
Shivpurwa,24.537398,81.682839
Amawa,24.544825,81.640946
Rerua Kalan,24.541954,81.567896
Duari,24.535549,81.611929
Itar,24.54045,81.591825
Gaura,24.536917,81.626455
Amiliha,24.52115,81.642127
Umriha,24.533973,81.599768
Jaraha,24.531606,81.649043
Geruari,24.529434,81.541868
Tamarapahad,24.506994,81.667475
Mahiya,24.533921,81.512291
Khajhawa,24.533223,81.500957
Sontha,24.524929,81.526153
Pahadi,24.530832,81.49157
Bela,24.53136,81.590125
Kon Mu Dhera,24.604343,81.747871
Sontha,24.524256,81.534485
Lohi,24.526637,81.515532
Venipurwa,24.526619,81.596515
Khajhawa,24.527671,81.503526
Bari,24.526637,81.605513
Tedhiya,24.526246,81.572
Chhapara,24.525661,81.702952
Dani,24.524117,81.588083
Venipurwa,24.522383,81.580633
Umriha,24.52272,81.609754
Dubaha,24.521232,81.502272
Geruari,24.520074,81.522787
Chadihar,24.520271,81.490638
Badwar,24.478444,81.54062
Rateh,24.519918,81.600103
Patna,24.519202,81.515065
Kushahai,24.518816,81.705053
Jaldar,24.516282,81.57498
Bandhi,24.518397,81.564616
Podi,24.516657,81.588954
Kauwadhan,24.513608,81.489659
Dadhawa,24.50881,81.564318
Bahera,24.481062,81.489634
Itarpahad,24.486643,81.632036
Mehana,24.511139,81.700995
Pahau,24.51434,81.50341
Bhita,24.51107,81.514581
Bela,24.512611,81.598742
Gurh,24.503372,81.505025
Barsaita,24.474492,81.565864
Amiliha,24.491602,81.490823
Barigawan,24.492831,81.503493
Chaudiyar,24.482065,81.496667
Bhatigawan,24.481436,81.508902
Bagdari,24.480702,81.481716
Deori,24.51077,81.554334
Amawa,24.543977,81.629175
Jaraha Katan,24.539678,81.647416
Amawa,24.542917,81.634715
Dadar,24.53494,81.552943
Math,24.53863,81.582227
Phasahiya,24.53268,81.57743
Rerua,24.531611,81.55955
Umarikatan,24.520031,81.688521
Mahidal,24.527385,81.562631
Itarpahad,24.516882,81.624324
Dhaurhara,24.522003,81.553014
Majhigawan,24.50575,81.519687
Duara,24.696115,81.929891
Salaiya Damodar,24.699729,81.814487
Juda,24.698763,81.84933
Nadaha Khurd,24.700411,81.861507
Dihiya,24.699903,81.709172
Ledara,24.579851,81.82767
Chandeh,24.695797,81.912609
Khujhwa Suarha,24.69787,81.760276
Dadi Karansingh,24.700317,81.840158
Khajurahan,24.698393,81.895556
Godari,24.697371,81.713552
Tendua,24.694092,81.855648
Mauganj,24.629507,81.931362
Bholara,24.696376,81.717585
Kandhwar,24.697534,81.777423
Salaiya Rustam,24.694559,81.807465
Pataivishesar,24.695211,81.730761
Jaki,24.695831,81.788451
Malaigawan,24.694039,81.742284
Rajaha Ramprasad,24.691836,81.821237
Lodhbadhaiya,24.694937,81.797762
Semariya Brindawan,24.690294,81.766222
Dadi Bajrangsingh,24.69545,81.838768
Hidwar,24.689015,81.873273
Semariya Kunjbihari,24.691166,81.775644
Mudariya Kapsan,24.687663,81.833161
Chakdeotalab,24.691638,81.73461
Misiriha,24.694001,81.708588
Rahana,24.690764,81.900646
Bhagatpura,24.692264,81.754685
Jaki,24.690609,81.786107
Salaiya Hanuman,24.688316,81.80288
Rajaha Kothar,24.688583,81.81817
Patharaha,24.691287,81.710069
Mudariya Chouban,24.685046,81.845317
Mudariya Ramnaval,24.68603,81.854302
Bahuti,24.678189,81.915229
Tiwari Gawan Chitowa,24.688862,81.710871
Ghoraha,24.686183,81.75248
Pataidasharath,24.686788,81.736227
Deotalab,24.686011,81.726946
Anti,24.688011,81.719706
Rajaha Vindheshwari,24.684105,81.813247
Baheraha Kalan,24.683802,81.776895
Tadahar,24.678514,81.926037
Dhadhani,24.680952,81.861169
Tiwarigawan Chak,24.685883,81.712205
Tiwarigawan Pande,24.685074,81.706897
Naudhiya,24.665072,81.739819
Ghelauhi,24.678382,81.791127
Panni,24.672227,81.818505
Bahikata,24.67966,81.757941
Mudariyapaharu,24.675733,81.83894
Urraha,24.67205,81.777363
Laur Kalan,24.676635,81.71157
Urua,24.673857,81.755137
Khiri,24.676244,81.765523
Sonvarsha,24.676107,81.729595
Dubgawan Duban,24.670453,81.854776
Dagdaua,24.670281,81.793436
Garrahata,24.6721,81.708152
Neguriha,24.668582,81.768176
Ghughari,24.668559,81.715556
Mudariya Mu Dubgawan,24.668167,81.844409
Pakara,24.657858,81.837381
Jamuhara,24.66744,81.808301
Dhawa Mu Bahuti,24.663287,81.928208
Madha,24.666708,81.705343
Jamuhara,24.661059,81.803744
Belahai,24.661208,81.788423
Pipara,24.659643,81.772512
Semriha,24.65846,81.849507
Turkihajari,24.658152,81.861846
Pipari,24.662078,81.708426
Turki Kurmiyan,24.658718,81.871171
Thongawal,24.658738,81.818448
Chitaipurwa,24.657697,81.759103
Bamuriha Shripati,24.65082,81.820453
Charihari,24.657242,81.886337
Atraila,24.653245,81.843884
Tikuri,24.657247,81.70741
Barya Kalan,24.655779,81.895219
Dhangan,24.647091,81.726959
Naudhiyaprahalad,24.65102,81.752428
Chandra Mahuli,24.651408,81.792055
Barhata,24.649167,81.855593
Kusudi Mu Dubgawan,24.651098,81.91181
Baryakhurd,24.651783,81.889848
Pahadi Majhiyar,24.649334,81.827496
Bhagatpura Katan,24.695013,81.749291
Pokhariha,24.691115,81.812823
Putari Muta Lordvadaiya,24.686279,81.794017
Baheraha Khurd,24.681724,81.767062
Mahesh Bandh,24.66003,81.880274
Turka,24.654066,81.901694
Rampur,24.648589,81.770405
Bamuriha Prannath,24.650906,81.806261
Bhathi Sengar,24.649312,81.87918
Murchaatari,24.646668,81.870705
Maubagdara,24.650269,81.864382
Belabhatan,24.649127,81.781449
Purwakalyanpur,25.000394,81.369607
Umari Musalman,24.646727,81.88547
Kusudi Mu Ganj,24.647422,81.904229
Bhadaiya,24.644871,81.84219
Paterishripati,24.642252,81.897429
Badaiya,24.644816,81.848134
Panditpurwa,24.645051,81.816617
Majhiyar,24.642619,81.832355
Rithi,24.645228,81.789351
Kharra Mu Shahpur,24.639951,81.757495
Bamuriha Indradatt,24.64143,81.80503
Belaparamsukh,24.643262,81.78196
Gulchua,24.640571,81.856732
Ratangawan,24.641201,81.793845
Geduha,24.641704,81.909
Umarimadho,24.639711,81.888499
Harraimudahan,24.633123,81.882079
Hatwa Saraihan,24.634815,81.750106
Tadaura,24.632405,81.712262
Matiyara,24.63471,81.77225
Dohara,24.634197,81.864713
Dighaul,24.637408,81.742375
Belagosain,24.638997,81.780808
Malatar,24.638157,81.81447
Kirtiya,24.637083,81.821787
Patiyari,24.637113,81.849436
Bagahai,24.637164,81.842947
Belaha,24.635099,81.87215
Majhigawan,24.635157,81.736064
Paterinarayan,24.635597,81.910082
Madhi Jagdishprasad,24.635577,81.800055
Kirtiya,24.633423,81.810679
Karhiya,24.632324,81.782284
Kotwarva,24.816682,81.953618
Naraini,24.634903,81.833774
Umarishripati,24.633174,81.900695
Pahadinirpatsingh,24.622365,81.767973
Pahadiamoch,24.631065,81.767015
Amokhar,24.624507,81.840819
Rakari,24.60038,81.869
Tendua,24.579499,81.78527
Rausra,24.629389,81.74332
Kirtiya,24.630869,81.817693
Udhaupurwa,24.618899,81.818055
Belaha Tirthprasad,24.627951,81.736462
Shukulgawan,24.630031,81.800183
Deori Bandha,24.6268,81.871627
Deori Shivmangalsingh,24.624091,81.876854
Semariya Mu Godari,24.61928,81.745587
Sengaraha,24.626964,81.806641
Pahadi Bholaram,24.625406,81.748011
Ratangawan,24.625331,81.796188
Ahiri,24.626435,81.789609
Niviha,24.617326,81.902134
Pahadi Dhaniram,24.62554,81.753261
Pateri Mu Dighaul,24.624778,81.72841
Hannachour Inderdutt,24.623478,81.785607
Nandanpur,24.615383,81.828384
Hargadi Mu Shahpur,24.620158,81.739738
Bhathijangal,24.596723,81.900275
Semariya,24.62004,81.757645
Hannachour Shivnarayan,24.622699,81.800931
Kushahai,24.620916,81.805758
Bhundaha,24.617191,81.716908
Godri,24.617486,81.787164
Barakatan,24.619057,81.729582
Shukula,24.616865,81.878373
Pahadi Dalvirsingh,24.612521,81.777948
Godri Shivprasad,24.617655,81.798243
Godriambikaram,24.614737,81.768769
Harraiya,24.613936,81.724816
Udharega,24.612494,81.745105
Belaha,24.594839,81.924064
Unchi,24.610148,81.757358
Gariara,24.608236,81.787733
Pipari,24.610661,81.797585
Padar,24.594596,81.823344
Bara,24.609134,81.728402
Baheri Chauban,24.600886,81.727051
Narainipahad,24.600351,81.847012
Shahpur,24.607441,81.768265
Barati,24.594166,81.713769
Majarauchi,24.60787,81.74575
Atariya Shivprasad,24.599952,81.808701
Banpadar Katan,24.597716,81.792408
Kirhi,24.602756,81.834388
Koodi,24.601367,81.760872
Misirgawan Katan,24.601243,81.769523
Dokrabhat Kalan,24.601675,81.78176
Baheri Nankar,24.597311,81.73756
Nagai,24.595717,81.783754
Misirgawan,24.590713,81.7764
Dokrabhat Khurd,24.595916,81.771689
Dhera,24.595509,81.745703
Bhath Mu Dhera,24.594569,81.754449
Dhodhri,24.587889,81.814182
Banpadar,24.581898,81.801102
Saraiha,24.572879,81.858023
Patharaha,24.591166,81.745303
Hargadi,24.590077,81.752607
Dudatola,24.589675,81.760742
Patharaha,24.590163,81.764818
Badkhara,24.586294,81.726283
Farhada,24.580965,81.753829
Hardi,24.581854,81.735804
Uchehara,24.579717,81.71891
Chhuhiya,24.572095,81.838078
Khaira,24.550383,81.727573
Piparahi,24.570745,81.743227
Neuriha,24.574938,81.78113
Kandhaiya,24.575169,81.791724
Kanjara,24.569159,81.754868
Baharadabar,24.566627,81.908585
Kankesara,24.568124,81.732859
Bara Pipraha,24.60723,81.735458
Gauri,24.561366,81.712746
Kulbaheriya,24.572218,81.77083
Chaurapahad,24.561259,81.822755
Duda Duari,24.568299,81.786154
Bhagata,24.563041,81.797294
Mahugada,24.565019,81.777314
Latiyar,24.558446,81.83806
Khetauhi,24.56084,81.737441
Dudhmaniya,24.555137,81.86207
Sitapur,24.551213,81.76101
Amaha,24.555666,81.792298
Bajaha,24.556536,81.810471
Khutaha,24.551641,81.719782
Harraha,24.545623,81.865081
Bara Kothar,24.605056,81.739457
Kaduaman,24.538225,81.806154
Bhath Mu Dhara,24.59497,81.763104
Bhatigawan,24.577426,81.713333
Mahgupurwa,24.634004,81.791728
Baribandh,24.630431,81.729511
Kaithiniya,24.631832,81.805258
Chakchauviya,24.626833,81.816048
Kacheriya,24.613817,81.734269
Vithaula,24.608488,81.721775
Belauha Mu Rakari,24.603444,81.855892
Majhauli Mu Kulbaheriy,24.600678,81.753199
Hansala,24.600333,81.745301
Baherikatan,24.593472,81.732961
Amahabandh,24.587255,81.785166
Kodwari,24.583607,81.774344
Magardaha,24.586335,81.757797
Karaundaha,24.58656,81.841166
Lagarkha,24.585318,81.742493
Kudiyakachhar,24.580785,81.767052
Ganigawan,24.571502,81.761996
Sapaha,24.56336,81.808366
Pagar,24.55721,81.786133
Amghati,24.543263,81.740017
Chandua Duari,24.541565,81.707355
Harraigujran,24.536584,81.830483
Kandi,24.531097,81.769925
Adsarai,24.521465,81.740795
Dihar,24.534063,81.715488
Chhapara,24.527765,81.716834
Gadhawa,24.5083,81.754845
Arjunkahua,24.513505,81.71559
Rajaha Baijnath,24.695505,81.8252
Laurkatan,24.692622,81.725683
Chaukasonvarsha,24.676556,81.721026
Turka,24.666751,81.729415
Umartal,24.681823,81.736739
Bhuari,24.677084,81.737495
Malakpur,24.529107,81.854921
Tipabadour,24.54621,81.79954
Kesara,24.520411,81.824541
Diharkatan,24.538983,81.718238
Malka Bandh,24.532124,81.707664
Chhapara,24.522731,81.711222
Rojaha,24.528933,81.924101
Madhugaon Viran,24.514248,81.891309
Chak Kamarji,24.512371,81.881399
Ukarha,24.502668,81.87899
Bichhi Pater,24.515536,81.920145
Charki,24.513636,81.866883
Kusiyara,24.507873,81.857588
Dihuki,24.482647,81.84752
Amallakpur,24.498726,81.854365
Lahiya,24.493947,81.85042
Dhakadi,24.504313,81.922504
Charhai,24.496394,81.830197
Baghau,24.491701,81.800469
Patauha,24.498317,81.910212
Chandaini,24.489224,81.816152
Putraiha,24.499603,81.867826
Bagheda,24.483075,81.789976
Madhugaon Abad,24.499451,81.888546
Mawai,24.476175,81.77073
Hadgadi,24.496594,81.894257
Majan Bandh,24.492186,81.87122
Deori,24.491433,81.882879
Piparha,24.486933,81.861053
Madhugaon Dakshin Tola,24.491388,81.892928
Amaha,24.484547,81.879567
Kamarji,24.483328,81.911632
Tendughati,24.562201,82.470926
Majan Bandh,24.488273,81.870296
Madhugaon Uttar Tola,24.485227,81.892329
Bhagesar,24.484342,81.927259
Pateri,24.484863,81.868991
Pateri,24.48001,81.865058
Chak Patharha,24.479549,81.9031
Hinauti,24.478071,81.898186
Hinauti,24.476934,81.889246
Madila Khurd,24.477407,81.928081
Patharha,24.478346,81.875013
Majan Bandh,24.479952,81.871204
Chhiwalaha,24.243034,81.929742
Kharsoti,24.005374,82.015029
Bhamraha,23.969299,82.195316
Kusmi,23.986265,81.993247
Kodar,23.969181,81.950109
Bhagwar,23.980102,81.96935
Bhuimand,23.970157,82.126152
Khamgarh,23.961879,82.110287
Bhamarkhoh Abad,23.990326,82.074413
Chagohar,24.001723,81.933001
Songarh Abad,23.979676,82.089947
Dhuriya,23.968427,82.163619
Deori,23.980286,82.106455
Gaiwata,23.980168,82.118156
Baigawa,23.950489,82.023924
Bhamarkhoh Block,23.980736,82.049226
Songarh Block,23.951884,82.066739
Kathautiya,23.963836,82.133848
Machharkata,23.956471,82.153478
Badwahi,23.951489,81.982524
Ghatitola,23.950478,82.089151
Butu,23.940322,82.097284
Majhauli,23.949913,82.109425
Kashkheda Kaskheda,23.948947,82.188346
Karail,23.946376,82.148123
Kotma,23.938027,81.936746
Keraha,23.947121,82.119672
Bendau Bendo,23.929222,82.187036
Semra,23.931497,82.110585
Machedhi,23.936345,82.145207
Majhigawan,23.933975,82.034515
Naudhiya Dewarth,23.929807,81.966274
Manwari,23.920603,81.996206
Chitrauli,23.920932,82.067738
Bhamarkachchh,25.003942,81.421099
Beldiha,23.918222,82.036793
Chandarsa,23.928063,82.139647
Juri,23.892767,81.948045
Keshlar,23.905765,82.115922
Khamhariya,23.918014,82.13299
Gadwahi,23.900675,82.153461
Dihara,23.899163,82.176064
Chokri,23.890309,82.047734
Suhira,23.898447,82.007725
Ghorbandha,23.904911,82.209566
Bandhadol,23.888519,82.088417
Amradandi,23.870795,82.204412
Runda,23.878578,81.994819
Belgaon,23.880718,82.125053
Jawari Tola,23.878731,82.100363
Harrai,23.863184,82.070903
Minaha,24.70209,81.632334
Amrola,23.858129,82.150218
Puraindol,23.846036,82.075415
Chaphal,23.868547,82.031862
Keoti,23.859325,82.185348
Bhadaura,23.854563,82.043105
Bailatal,23.847608,82.097733
Bhaiswahi,23.828887,82.06932
Sonhari,23.851839,82.025653
Kurchu,23.828932,82.135423
Looti,24.241967,82.096063
Deosar,24.201578,82.264473
Kusedi,24.2522,82.060443
Hills Area,24.533273,81.905435
Gurh R F,24.5218,81.796419
Sajhar,24.235459,82.348185
Kari,24.246732,82.28493
Betahadand,24.23727,82.381185
Karda,24.227057,82.019949
Mudwa,24.21718,82.277491
Sarseda,24.555219,82.384841
Joba,24.205854,81.943122
Pidara,24.219367,82.219541
Padhor,24.222125,82.19336
Bamhani Alias Madwa Mahua,24.219033,82.175105
Piparkhadi,24.204287,82.154318
Mahuli,24.193023,82.084992
Kolhua,24.215406,82.31525
Baghadih,24.20986,82.377293
Baheraha,24.212599,82.244289
Tal,24.207845,81.975575
Amallakpur,24.197781,82.039158
Antari,24.939413,81.416022
Pipri,24.201459,82.133448
Chhadna,24.202346,82.321191
Belmani,24.19926,82.011056
Deora,24.190978,82.316996
Kathadaha,24.188047,82.178996
Surga,24.19546,82.229809
Kukraon,24.182771,82.256987
Ujjaini,24.176979,82.358904
Nayatola,24.184907,82.128874
Kachhinar,24.185979,81.98513
Tingudi,24.170949,82.300856
Purail,24.172842,82.215761
Madraich,24.168422,82.029435
Sajaha Khurd,24.409351,81.978307
Talwa,24.164373,82.335769
Adhiaria,24.169547,82.188489
Kuchwahi,24.164792,81.963097
Barka,24.15917,82.123611
Naya Tola,24.163729,81.993398
Obari,24.145125,82.268161
Dhanwahi,24.160602,81.944617
Sarratola,24.159018,82.15406
Khaditola,24.154449,82.229105
Patharidaha,24.15147,82.168842
Gannai,24.126899,82.186193
Matia,24.152282,82.187332
Dhauhani,24.141755,82.060724
Dhummadol,24.0467,82.242442
Rajania,24.141441,81.997586
Makari,24.134694,82.32207
Chhamrachh,24.13339,81.945086
Kachhara,24.141293,81.969198
Pachaur,24.132604,82.353677
Mahrail,24.124397,82.136854
Look,24.909644,81.420545
Semariatola,24.139887,82.128627
Gida,24.122316,82.101674
Kasaiya,24.115449,82.231082
Katheri,24.110794,81.98612
Pondi,24.117108,81.964266
Jhurhanar,24.121541,82.209607
Bandha,24.081392,82.375583
Gadaigaon,24.089745,82.019145
Phuljhar,24.115952,82.281205
Atari,24.096721,82.065523
Bakhul,24.10045,82.272004
Mahuagaon,24.093607,81.944762
Lamidah,24.094127,82.326146
Sajapani,24.080408,82.11755
Dudhiyatola,24.100982,82.153853
Deori,24.082448,82.349219
Pokharitola,24.090255,82.204243
Godbahara,24.098545,82.171768
Bodaratola,24.093053,82.301744
Tharakthaila,24.096008,82.247387
Bada,24.760289,81.660335
Kanhaiyadah,24.076372,82.250533
Bharsedi,24.070574,81.969334
Ghaghi Tola,24.083152,82.146049
Jhundihawa,24.081979,82.159869
